"fit.type";"year";"n.plots";"plots";"num.sp"
"heterogeneous";2019;6;"2_4_6_7_8_9";16
"heterogeneous";2015;6;"2_5_6_7_8_9";16
"heterogeneous";2016;6;"2_5_6_7_8_9";16
"heterogeneous";2017;6;"2_5_6_7_8_9";14
"heterogeneous";2018;6;"2_5_6_7_8_9";8
"heterogeneous";2019;6;"2_5_6_7_8_9";16
"heterogeneous";2015;6;"3_4_5_6_7_8";16
"heterogeneous";2016;6;"3_4_5_6_7_8";16
"heterogeneous";2017;6;"3_4_5_6_7_8";16
"heterogeneous";2018;6;"3_4_5_6_7_8";7
"heterogeneous";2019;6;"3_4_5_6_7_8";15
"heterogeneous";2015;6;"3_4_5_6_7_9";15
"heterogeneous";2016;6;"3_4_5_6_7_9";16
"heterogeneous";2017;6;"3_4_5_6_7_9";16
"heterogeneous";2018;6;"3_4_5_6_7_9";7
"heterogeneous";2019;6;"3_4_5_6_7_9";15
"heterogeneous";2015;6;"3_4_5_6_8_9";16
"heterogeneous";2016;6;"3_4_5_6_8_9";15
"heterogeneous";2017;6;"3_4_5_6_8_9";16
"heterogeneous";2018;6;"3_4_5_6_8_9";7
"heterogeneous";2019;6;"3_4_5_6_8_9";12
"heterogeneous";2015;6;"3_4_5_7_8_9";14
"heterogeneous";2016;6;"3_4_5_7_8_9";16
"heterogeneous";2017;6;"3_4_5_7_8_9";16
"heterogeneous";2018;6;"3_4_5_7_8_9";7
"heterogeneous";2019;6;"3_4_5_7_8_9";15
"heterogeneous";2015;6;"3_4_6_7_8_9";15
"heterogeneous";2016;6;"3_4_6_7_8_9";15
"heterogeneous";2017;6;"3_4_6_7_8_9";16
"heterogeneous";2018;6;"3_4_6_7_8_9";7
"heterogeneous";2019;6;"3_4_6_7_8_9";15
"heterogeneous";2015;6;"3_5_6_7_8_9";16
"heterogeneous";2016;6;"3_5_6_7_8_9";16
"heterogeneous";2017;6;"3_5_6_7_8_9";16
"heterogeneous";2018;6;"3_5_6_7_8_9";7
"heterogeneous";2019;6;"3_5_6_7_8_9";15
"heterogeneous";2015;6;"4_5_6_7_8_9";14
"heterogeneous";2016;6;"4_5_6_7_8_9";16
"heterogeneous";2017;6;"4_5_6_7_8_9";11
"heterogeneous";2018;6;"4_5_6_7_8_9";3
"heterogeneous";2019;6;"4_5_6_7_8_9";15
"heterogeneous";2015;7;"1_2_3_4_5_6_7";16
"heterogeneous";2016;7;"1_2_3_4_5_6_7";15
"heterogeneous";2017;7;"1_2_3_4_5_6_7";16
"heterogeneous";2018;7;"1_2_3_4_5_6_7";8
"heterogeneous";2019;7;"1_2_3_4_5_6_7";17
"heterogeneous";2015;7;"1_2_3_4_5_6_8";16
"heterogeneous";2016;7;"1_2_3_4_5_6_8";15
"heterogeneous";2017;7;"1_2_3_4_5_6_8";16
"heterogeneous";2018;7;"1_2_3_4_5_6_8";8
"heterogeneous";2019;7;"1_2_3_4_5_6_8";16
"heterogeneous";2015;7;"1_2_3_4_5_6_9";16
"heterogeneous";2016;7;"1_2_3_4_5_6_9";14
"heterogeneous";2017;7;"1_2_3_4_5_6_9";16
"heterogeneous";2018;7;"1_2_3_4_5_6_9";8
"heterogeneous";2019;7;"1_2_3_4_5_6_9";16
"heterogeneous";2015;7;"1_2_3_4_5_7_8";16
"heterogeneous";2016;7;"1_2_3_4_5_7_8";16
"heterogeneous";2017;7;"1_2_3_4_5_7_8";16
"heterogeneous";2018;7;"1_2_3_4_5_7_8";8
"heterogeneous";2019;7;"1_2_3_4_5_7_8";17
"heterogeneous";2015;7;"1_2_3_4_5_7_9";16
"heterogeneous";2016;7;"1_2_3_4_5_7_9";16
"heterogeneous";2017;7;"1_2_3_4_5_7_9";16
"heterogeneous";2018;7;"1_2_3_4_5_7_9";8
"heterogeneous";2019;7;"1_2_3_4_5_7_9";17
"heterogeneous";2015;7;"1_2_3_4_5_8_9";16
"heterogeneous";2016;7;"1_2_3_4_5_8_9";15
"heterogeneous";2017;7;"1_2_3_4_5_8_9";16
"heterogeneous";2018;7;"1_2_3_4_5_8_9";8
"heterogeneous";2019;7;"1_2_3_4_5_8_9";16
"heterogeneous";2015;7;"1_2_3_4_6_7_8";16
"heterogeneous";2016;7;"1_2_3_4_6_7_8";15
"heterogeneous";2017;7;"1_2_3_4_6_7_8";16
"heterogeneous";2018;7;"1_2_3_4_6_7_8";8
"heterogeneous";2019;7;"1_2_3_4_6_7_8";17
"heterogeneous";2015;7;"1_2_3_4_6_7_9";16
"heterogeneous";2016;7;"1_2_3_4_6_7_9";15
"heterogeneous";2017;7;"1_2_3_4_6_7_9";16
"heterogeneous";2018;7;"1_2_3_4_6_7_9";8
"heterogeneous";2019;7;"1_2_3_4_6_7_9";17
"heterogeneous";2015;7;"1_2_3_4_6_8_9";16
"heterogeneous";2016;7;"1_2_3_4_6_8_9";14
"heterogeneous";2017;7;"1_2_3_4_6_8_9";16
"heterogeneous";2018;7;"1_2_3_4_6_8_9";8
"heterogeneous";2019;7;"1_2_3_4_6_8_9";16
"heterogeneous";2015;7;"1_2_3_4_7_8_9";16
"heterogeneous";2016;7;"1_2_3_4_7_8_9";15
"heterogeneous";2017;7;"1_2_3_4_7_8_9";16
"heterogeneous";2018;7;"1_2_3_4_7_8_9";8
"heterogeneous";2019;7;"1_2_3_4_7_8_9";17
"heterogeneous";2015;7;"1_2_3_5_6_7_8";16
"heterogeneous";2016;7;"1_2_3_5_6_7_8";16
"heterogeneous";2017;7;"1_2_3_5_6_7_8";16
"heterogeneous";2018;7;"1_2_3_5_6_7_8";8
"heterogeneous";2019;7;"1_2_3_5_6_7_8";17
"heterogeneous";2015;7;"1_2_3_5_6_7_9";16
"heterogeneous";2016;7;"1_2_3_5_6_7_9";16
"heterogeneous";2017;7;"1_2_3_5_6_7_9";16
"heterogeneous";2018;7;"1_2_3_5_6_7_9";8
"heterogeneous";2019;7;"1_2_3_5_6_7_9";17
"heterogeneous";2015;7;"1_2_3_5_6_8_9";16
"heterogeneous";2016;7;"1_2_3_5_6_8_9";15
"heterogeneous";2017;7;"1_2_3_5_6_8_9";16
"heterogeneous";2018;7;"1_2_3_5_6_8_9";8
"heterogeneous";2019;7;"1_2_3_5_6_8_9";16
"heterogeneous";2015;7;"1_2_3_5_7_8_9";16
"heterogeneous";2016;7;"1_2_3_5_7_8_9";16
"heterogeneous";2017;7;"1_2_3_5_7_8_9";15
"heterogeneous";2018;7;"1_2_3_5_7_8_9";8
"heterogeneous";2019;7;"1_2_3_5_7_8_9";17
"heterogeneous";2015;7;"1_2_3_6_7_8_9";16
"heterogeneous";2016;7;"1_2_3_6_7_8_9";15
"heterogeneous";2017;7;"1_2_3_6_7_8_9";15
"heterogeneous";2018;7;"1_2_3_6_7_8_9";8
"heterogeneous";2019;7;"1_2_3_6_7_8_9";17
"heterogeneous";2015;7;"1_2_4_5_6_7_8";16
"heterogeneous";2016;7;"1_2_4_5_6_7_8";16
"heterogeneous";2017;7;"1_2_4_5_6_7_8";15
"heterogeneous";2018;7;"1_2_4_5_6_7_8";8
"heterogeneous";2019;7;"1_2_4_5_6_7_8";17
"heterogeneous";2015;7;"1_2_4_5_6_7_9";16
"heterogeneous";2016;7;"1_2_4_5_6_7_9";16
"heterogeneous";2017;7;"1_2_4_5_6_7_9";15
"heterogeneous";2018;7;"1_2_4_5_6_7_9";8
"heterogeneous";2019;7;"1_2_4_5_6_7_9";17
"heterogeneous";2015;7;"1_2_4_5_6_8_9";16
"heterogeneous";2016;7;"1_2_4_5_6_8_9";15
"heterogeneous";2017;7;"1_2_4_5_6_8_9";15
"heterogeneous";2018;7;"1_2_4_5_6_8_9";8
"heterogeneous";2019;7;"1_2_4_5_6_8_9";16
"heterogeneous";2015;7;"1_2_4_5_7_8_9";16
"heterogeneous";2016;7;"1_2_4_5_7_8_9";16
"heterogeneous";2017;7;"1_2_4_5_7_8_9";15
"heterogeneous";2018;7;"1_2_4_5_7_8_9";8
"heterogeneous";2019;7;"1_2_4_5_7_8_9";17
"heterogeneous";2015;7;"1_2_4_6_7_8_9";16
"heterogeneous";2016;7;"1_2_4_6_7_8_9";15
"heterogeneous";2017;7;"1_2_4_6_7_8_9";15
"heterogeneous";2018;7;"1_2_4_6_7_8_9";8
"heterogeneous";2019;7;"1_2_4_6_7_8_9";17
"heterogeneous";2015;7;"1_2_5_6_7_8_9";16
"heterogeneous";2016;7;"1_2_5_6_7_8_9";16
"heterogeneous";2017;7;"1_2_5_6_7_8_9";15
"heterogeneous";2018;7;"1_2_5_6_7_8_9";8
"heterogeneous";2019;7;"1_2_5_6_7_8_9";17
"heterogeneous";2015;7;"1_3_4_5_6_7_8";16
"heterogeneous";2016;7;"1_3_4_5_6_7_8";16
"heterogeneous";2017;7;"1_3_4_5_6_7_8";16
"heterogeneous";2018;7;"1_3_4_5_6_7_8";7
"heterogeneous";2019;7;"1_3_4_5_6_7_8";16
"heterogeneous";2015;7;"1_3_4_5_6_7_9";16
"heterogeneous";2016;7;"1_3_4_5_6_7_9";16
"heterogeneous";2017;7;"1_3_4_5_6_7_9";16
"heterogeneous";2018;7;"1_3_4_5_6_7_9";7
"heterogeneous";2019;7;"1_3_4_5_6_7_9";16
"heterogeneous";2015;7;"1_3_4_5_6_8_9";16
"heterogeneous";2016;7;"1_3_4_5_6_8_9";15
"heterogeneous";2017;7;"1_3_4_5_6_8_9";16
"heterogeneous";2018;7;"1_3_4_5_6_8_9";7
"heterogeneous";2019;7;"1_3_4_5_6_8_9";13
"heterogeneous";2015;7;"1_3_4_5_7_8_9";16
"heterogeneous";2016;7;"1_3_4_5_7_8_9";16
"heterogeneous";2017;7;"1_3_4_5_7_8_9";16
"heterogeneous";2018;7;"1_3_4_5_7_8_9";7
"heterogeneous";2019;7;"1_3_4_5_7_8_9";16
"heterogeneous";2015;7;"1_3_4_6_7_8_9";16
"heterogeneous";2016;7;"1_3_4_6_7_8_9";15
"heterogeneous";2017;7;"1_3_4_6_7_8_9";16
"heterogeneous";2018;7;"1_3_4_6_7_8_9";7
"heterogeneous";2019;7;"1_3_4_6_7_8_9";16
"heterogeneous";2015;7;"1_3_5_6_7_8_9";16
"heterogeneous";2016;7;"1_3_5_6_7_8_9";16
"heterogeneous";2017;7;"1_3_5_6_7_8_9";16
"heterogeneous";2018;7;"1_3_5_6_7_8_9";7
"heterogeneous";2019;7;"1_3_5_6_7_8_9";16
"heterogeneous";2015;7;"1_4_5_6_7_8_9";16
"heterogeneous";2016;7;"1_4_5_6_7_8_9";16
"heterogeneous";2017;7;"1_4_5_6_7_8_9";12
"heterogeneous";2018;7;"1_4_5_6_7_8_9";7
"heterogeneous";2019;7;"1_4_5_6_7_8_9";16
"heterogeneous";2015;7;"2_3_4_5_6_7_8";16
"heterogeneous";2016;7;"2_3_4_5_6_7_8";16
"heterogeneous";2017;7;"2_3_4_5_6_7_8";16
"heterogeneous";2018;7;"2_3_4_5_6_7_8";8
"heterogeneous";2019;7;"2_3_4_5_6_7_8";16
"heterogeneous";2015;7;"2_3_4_5_6_7_9";16
"heterogeneous";2016;7;"2_3_4_5_6_7_9";16
"heterogeneous";2017;7;"2_3_4_5_6_7_9";16
"heterogeneous";2018;7;"2_3_4_5_6_7_9";8
"heterogeneous";2019;7;"2_3_4_5_6_7_9";16
"heterogeneous";2015;7;"2_3_4_5_6_8_9";16
"heterogeneous";2016;7;"2_3_4_5_6_8_9";15
"heterogeneous";2017;7;"2_3_4_5_6_8_9";16
"heterogeneous";2018;7;"2_3_4_5_6_8_9";8
"heterogeneous";2019;7;"2_3_4_5_6_8_9";15
"heterogeneous";2015;7;"2_3_4_5_7_8_9";16
"heterogeneous";2016;7;"2_3_4_5_7_8_9";16
"heterogeneous";2017;7;"2_3_4_5_7_8_9";16
"heterogeneous";2018;7;"2_3_4_5_7_8_9";8
"heterogeneous";2019;7;"2_3_4_5_7_8_9";16
"heterogeneous";2015;7;"2_3_4_6_7_8_9";16
"heterogeneous";2016;7;"2_3_4_6_7_8_9";15
"heterogeneous";2017;7;"2_3_4_6_7_8_9";16
"heterogeneous";2018;7;"2_3_4_6_7_8_9";8
"heterogeneous";2019;7;"2_3_4_6_7_8_9";16
"heterogeneous";2015;7;"2_3_5_6_7_8_9";16
"heterogeneous";2016;7;"2_3_5_6_7_8_9";16
"heterogeneous";2017;7;"2_3_5_6_7_8_9";16
"heterogeneous";2018;7;"2_3_5_6_7_8_9";8
"heterogeneous";2019;7;"2_3_5_6_7_8_9";16
"heterogeneous";2015;7;"2_4_5_6_7_8_9";16
"heterogeneous";2016;7;"2_4_5_6_7_8_9";16
"heterogeneous";2017;7;"2_4_5_6_7_8_9";14
"heterogeneous";2018;7;"2_4_5_6_7_8_9";8
"heterogeneous";2019;7;"2_4_5_6_7_8_9";16
"heterogeneous";2015;7;"3_4_5_6_7_8_9";16
"heterogeneous";2016;7;"3_4_5_6_7_8_9";16
"heterogeneous";2017;7;"3_4_5_6_7_8_9";16
"heterogeneous";2018;7;"3_4_5_6_7_8_9";7
"heterogeneous";2019;7;"3_4_5_6_7_8_9";15
"heterogeneous";2015;8;"1_2_3_4_5_6_7_8";16
"heterogeneous";2016;8;"1_2_3_4_5_6_7_8";16
"heterogeneous";2017;8;"1_2_3_4_5_6_7_8";16
"heterogeneous";2018;8;"1_2_3_4_5_6_7_8";8
"heterogeneous";2019;8;"1_2_3_4_5_6_7_8";17
"heterogeneous";2015;8;"1_2_3_4_5_6_7_9";16
"heterogeneous";2016;8;"1_2_3_4_5_6_7_9";16
"heterogeneous";2017;8;"1_2_3_4_5_6_7_9";16
"heterogeneous";2018;8;"1_2_3_4_5_6_7_9";8
"heterogeneous";2019;8;"1_2_3_4_5_6_7_9";17
"heterogeneous";2015;8;"1_2_3_4_5_6_8_9";16
"heterogeneous";2016;8;"1_2_3_4_5_6_8_9";15
"heterogeneous";2017;8;"1_2_3_4_5_6_8_9";16
"heterogeneous";2018;8;"1_2_3_4_5_6_8_9";8
"heterogeneous";2019;8;"1_2_3_4_5_6_8_9";16
"heterogeneous";2015;8;"1_2_3_4_5_7_8_9";16
"heterogeneous";2016;8;"1_2_3_4_5_7_8_9";16
"heterogeneous";2017;8;"1_2_3_4_5_7_8_9";16
"heterogeneous";2018;8;"1_2_3_4_5_7_8_9";8
"heterogeneous";2019;8;"1_2_3_4_5_7_8_9";17
"heterogeneous";2015;8;"1_2_3_4_6_7_8_9";16
"heterogeneous";2016;8;"1_2_3_4_6_7_8_9";15
"heterogeneous";2017;8;"1_2_3_4_6_7_8_9";16
"heterogeneous";2018;8;"1_2_3_4_6_7_8_9";8
"heterogeneous";2019;8;"1_2_3_4_6_7_8_9";17
"heterogeneous";2015;8;"1_2_3_5_6_7_8_9";16
"heterogeneous";2016;8;"1_2_3_5_6_7_8_9";16
"heterogeneous";2017;8;"1_2_3_5_6_7_8_9";16
"heterogeneous";2018;8;"1_2_3_5_6_7_8_9";8
"heterogeneous";2019;8;"1_2_3_5_6_7_8_9";17
"heterogeneous";2015;8;"1_2_4_5_6_7_8_9";16
"heterogeneous";2016;8;"1_2_4_5_6_7_8_9";16
"heterogeneous";2017;8;"1_2_4_5_6_7_8_9";15
"heterogeneous";2018;8;"1_2_4_5_6_7_8_9";8
"heterogeneous";2019;8;"1_2_4_5_6_7_8_9";17
"heterogeneous";2015;8;"1_3_4_5_6_7_8_9";16
"heterogeneous";2016;8;"1_3_4_5_6_7_8_9";16
"heterogeneous";2017;8;"1_3_4_5_6_7_8_9";16
"heterogeneous";2018;8;"1_3_4_5_6_7_8_9";7
"heterogeneous";2019;8;"1_3_4_5_6_7_8_9";16
"heterogeneous";2015;8;"2_3_4_5_6_7_8_9";16
"heterogeneous";2016;8;"2_3_4_5_6_7_8_9";16
"heterogeneous";2017;8;"2_3_4_5_6_7_8_9";16
"heterogeneous";2018;8;"2_3_4_5_6_7_8_9";8
"heterogeneous";2019;8;"2_3_4_5_6_7_8_9";16
"heterogeneous";2015;9;"1_2_3_4_5_6_7_8_9";16
"heterogeneous";2016;9;"1_2_3_4_5_6_7_8_9";16
"heterogeneous";2017;9;"1_2_3_4_5_6_7_8_9";16
"heterogeneous";2018;9;"1_2_3_4_5_6_7_8_9";8
"heterogeneous";2019;9;"1_2_3_4_5_6_7_8_9";17
