"year";"plot";"sp";"pairwise";"indirect";"dominant";"transient"
2015;1;"PLCO";TRUE;TRUE;FALSE;FALSE
2016;1;"PLCO";TRUE;TRUE;FALSE;FALSE
2017;1;"PLCO";FALSE;FALSE;FALSE;TRUE
2018;1;"PLCO";FALSE;FALSE;FALSE;FALSE
2019;1;"PLCO";FALSE;FALSE;FALSE;FALSE
2015;2;"PLCO";TRUE;TRUE;FALSE;FALSE
2016;2;"PLCO";TRUE;TRUE;FALSE;FALSE
2017;2;"PLCO";FALSE;FALSE;FALSE;FALSE
2018;2;"PLCO";FALSE;FALSE;FALSE;TRUE
2019;2;"PLCO";FALSE;FALSE;FALSE;FALSE
2015;3;"PLCO";FALSE;FALSE;FALSE;FALSE
2016;3;"PLCO";TRUE;TRUE;FALSE;FALSE
2017;3;"PLCO";TRUE;TRUE;FALSE;FALSE
2018;3;"PLCO";FALSE;FALSE;FALSE;FALSE
2019;3;"PLCO";FALSE;FALSE;FALSE;FALSE
2015;4;"PLCO";TRUE;TRUE;FALSE;FALSE
2016;4;"PLCO";TRUE;TRUE;FALSE;FALSE
2017;4;"PLCO";FALSE;TRUE;FALSE;FALSE
2018;4;"PLCO";FALSE;FALSE;FALSE;FALSE
2019;4;"PLCO";FALSE;TRUE;FALSE;FALSE
2015;5;"PLCO";TRUE;TRUE;FALSE;FALSE
2016;5;"PLCO";TRUE;FALSE;FALSE;FALSE
2017;5;"PLCO";TRUE;TRUE;FALSE;FALSE
2018;5;"PLCO";FALSE;FALSE;FALSE;FALSE
2019;5;"PLCO";FALSE;FALSE;FALSE;FALSE
2015;6;"PLCO";TRUE;TRUE;FALSE;FALSE
2016;6;"PLCO";TRUE;TRUE;FALSE;FALSE
2017;6;"PLCO";TRUE;TRUE;FALSE;FALSE
2018;6;"PLCO";FALSE;FALSE;FALSE;FALSE
2019;6;"PLCO";TRUE;FALSE;FALSE;FALSE
2015;7;"PLCO";FALSE;FALSE;FALSE;FALSE
2016;7;"PLCO";FALSE;FALSE;FALSE;FALSE
2017;7;"PLCO";FALSE;FALSE;FALSE;FALSE
2018;7;"PLCO";FALSE;FALSE;FALSE;FALSE
2019;7;"PLCO";FALSE;TRUE;FALSE;FALSE
2015;8;"PLCO";FALSE;FALSE;FALSE;FALSE
2016;8;"PLCO";TRUE;TRUE;FALSE;FALSE
2017;8;"PLCO";FALSE;FALSE;FALSE;FALSE
2018;8;"PLCO";FALSE;FALSE;FALSE;FALSE
2019;8;"PLCO";TRUE;TRUE;FALSE;FALSE
2015;9;"PLCO";FALSE;FALSE;FALSE;FALSE
2016;9;"PLCO";TRUE;TRUE;FALSE;FALSE
2017;9;"PLCO";FALSE;FALSE;FALSE;FALSE
2018;9;"PLCO";FALSE;FALSE;FALSE;FALSE
2019;9;"PLCO";FALSE;TRUE;FALSE;FALSE
2015;1;"POMA";TRUE;TRUE;FALSE;FALSE
2016;1;"POMA";FALSE;FALSE;FALSE;FALSE
2017;1;"POMA";FALSE;FALSE;FALSE;TRUE
2018;1;"POMA";FALSE;FALSE;FALSE;TRUE
2019;1;"POMA";TRUE;TRUE;FALSE;FALSE
2015;2;"POMA";TRUE;TRUE;FALSE;FALSE
2016;2;"POMA";FALSE;FALSE;FALSE;FALSE
2017;2;"POMA";TRUE;TRUE;FALSE;FALSE
2018;2;"POMA";FALSE;TRUE;FALSE;FALSE
2019;2;"POMA";TRUE;TRUE;FALSE;FALSE
2015;3;"POMA";TRUE;TRUE;FALSE;FALSE
2016;3;"POMA";FALSE;FALSE;FALSE;FALSE
2017;3;"POMA";TRUE;TRUE;FALSE;FALSE
2018;3;"POMA";TRUE;TRUE;FALSE;FALSE
2019;3;"POMA";TRUE;TRUE;FALSE;FALSE
2015;4;"POMA";FALSE;FALSE;FALSE;TRUE
2016;4;"POMA";FALSE;FALSE;FALSE;FALSE
2017;4;"POMA";FALSE;TRUE;FALSE;FALSE
2018;4;"POMA";FALSE;FALSE;FALSE;TRUE
2019;4;"POMA";TRUE;TRUE;FALSE;FALSE
2015;5;"POMA";FALSE;FALSE;FALSE;TRUE
2016;5;"POMA";FALSE;FALSE;FALSE;FALSE
2017;5;"POMA";TRUE;TRUE;FALSE;FALSE
2018;5;"POMA";FALSE;TRUE;FALSE;FALSE
2019;5;"POMA";TRUE;TRUE;FALSE;FALSE
2015;6;"POMA";TRUE;TRUE;FALSE;FALSE
2016;6;"POMA";FALSE;FALSE;FALSE;FALSE
2017;6;"POMA";FALSE;TRUE;FALSE;FALSE
2018;6;"POMA";FALSE;FALSE;FALSE;TRUE
2019;6;"POMA";TRUE;TRUE;FALSE;FALSE
2015;7;"POMA";TRUE;FALSE;FALSE;FALSE
2016;7;"POMA";TRUE;TRUE;FALSE;FALSE
2017;7;"POMA";FALSE;FALSE;FALSE;FALSE
2018;7;"POMA";FALSE;FALSE;FALSE;FALSE
2019;7;"POMA";FALSE;TRUE;FALSE;FALSE
2015;8;"POMA";TRUE;TRUE;FALSE;FALSE
2016;8;"POMA";FALSE;FALSE;FALSE;TRUE
2017;8;"POMA";TRUE;FALSE;FALSE;FALSE
2018;8;"POMA";FALSE;FALSE;FALSE;FALSE
2019;8;"POMA";TRUE;TRUE;FALSE;FALSE
2015;9;"POMA";FALSE;FALSE;FALSE;TRUE
2016;9;"POMA";FALSE;FALSE;FALSE;TRUE
2017;9;"POMA";FALSE;FALSE;FALSE;FALSE
2018;9;"POMA";FALSE;FALSE;FALSE;FALSE
2019;9;"POMA";FALSE;FALSE;FALSE;TRUE
2015;1;"POMO";TRUE;TRUE;FALSE;FALSE
2016;1;"POMO";FALSE;FALSE;FALSE;FALSE
2017;1;"POMO";FALSE;FALSE;FALSE;TRUE
2018;1;"POMO";FALSE;FALSE;FALSE;FALSE
2019;1;"POMO";FALSE;FALSE;FALSE;FALSE
2015;2;"POMO";TRUE;TRUE;FALSE;FALSE
2016;2;"POMO";FALSE;FALSE;FALSE;FALSE
2017;2;"POMO";TRUE;TRUE;FALSE;FALSE
2018;2;"POMO";FALSE;FALSE;FALSE;TRUE
2019;2;"POMO";FALSE;FALSE;FALSE;FALSE
2015;3;"POMO";TRUE;TRUE;FALSE;FALSE
2016;3;"POMO";FALSE;FALSE;FALSE;FALSE
2017;3;"POMO";TRUE;TRUE;FALSE;FALSE
2018;3;"POMO";FALSE;FALSE;FALSE;FALSE
2019;3;"POMO";FALSE;FALSE;FALSE;FALSE
2015;4;"POMO";FALSE;FALSE;FALSE;TRUE
2016;4;"POMO";FALSE;FALSE;FALSE;FALSE
2017;4;"POMO";FALSE;TRUE;FALSE;FALSE
2018;4;"POMO";FALSE;FALSE;FALSE;FALSE
2019;4;"POMO";FALSE;FALSE;FALSE;FALSE
2015;5;"POMO";FALSE;FALSE;FALSE;TRUE
2016;5;"POMO";FALSE;FALSE;FALSE;FALSE
2017;5;"POMO";FALSE;FALSE;FALSE;FALSE
2018;5;"POMO";FALSE;FALSE;FALSE;FALSE
2019;5;"POMO";FALSE;FALSE;FALSE;FALSE
2015;6;"POMO";FALSE;FALSE;FALSE;TRUE
2016;6;"POMO";FALSE;FALSE;FALSE;FALSE
2017;6;"POMO";FALSE;FALSE;FALSE;FALSE
2018;6;"POMO";FALSE;FALSE;FALSE;FALSE
2019;6;"POMO";FALSE;FALSE;FALSE;FALSE
2015;7;"POMO";FALSE;FALSE;FALSE;TRUE
2016;7;"POMO";FALSE;FALSE;FALSE;TRUE
2017;7;"POMO";FALSE;FALSE;FALSE;FALSE
2018;7;"POMO";FALSE;FALSE;FALSE;FALSE
2019;7;"POMO";TRUE;TRUE;FALSE;FALSE
2015;8;"POMO";FALSE;FALSE;FALSE;FALSE
2016;8;"POMO";FALSE;TRUE;FALSE;FALSE
2017;8;"POMO";FALSE;FALSE;FALSE;FALSE
2018;8;"POMO";FALSE;FALSE;FALSE;FALSE
2019;8;"POMO";FALSE;TRUE;FALSE;FALSE
2015;9;"POMO";FALSE;FALSE;FALSE;FALSE
2016;9;"POMO";TRUE;TRUE;FALSE;FALSE
2017;9;"POMO";FALSE;FALSE;FALSE;FALSE
2018;9;"POMO";FALSE;FALSE;FALSE;FALSE
2019;9;"POMO";TRUE;TRUE;FALSE;FALSE
2015;1;"PUPA";TRUE;TRUE;FALSE;FALSE
2016;1;"PUPA";FALSE;FALSE;FALSE;FALSE
2017;1;"PUPA";FALSE;TRUE;FALSE;FALSE
2018;1;"PUPA";TRUE;TRUE;FALSE;FALSE
2019;1;"PUPA";FALSE;FALSE;FALSE;FALSE
2015;2;"PUPA";TRUE;TRUE;FALSE;FALSE
2016;2;"PUPA";FALSE;FALSE;FALSE;FALSE
2017;2;"PUPA";TRUE;TRUE;FALSE;FALSE
2018;2;"PUPA";FALSE;TRUE;FALSE;FALSE
2019;2;"PUPA";TRUE;TRUE;FALSE;FALSE
2015;3;"PUPA";TRUE;TRUE;FALSE;FALSE
2016;3;"PUPA";FALSE;FALSE;FALSE;FALSE
2017;3;"PUPA";TRUE;TRUE;FALSE;FALSE
2018;3;"PUPA";TRUE;TRUE;FALSE;FALSE
2019;3;"PUPA";FALSE;FALSE;FALSE;TRUE
2015;4;"PUPA";TRUE;TRUE;FALSE;FALSE
2016;4;"PUPA";FALSE;FALSE;FALSE;FALSE
2017;4;"PUPA";FALSE;TRUE;FALSE;FALSE
2018;4;"PUPA";FALSE;FALSE;TRUE;FALSE
2019;4;"PUPA";FALSE;FALSE;FALSE;TRUE
2015;5;"PUPA";TRUE;TRUE;FALSE;FALSE
2016;5;"PUPA";FALSE;FALSE;FALSE;FALSE
2017;5;"PUPA";FALSE;TRUE;FALSE;FALSE
2018;5;"PUPA";TRUE;TRUE;FALSE;FALSE
2019;5;"PUPA";FALSE;FALSE;FALSE;FALSE
2015;6;"PUPA";FALSE;FALSE;FALSE;TRUE
2016;6;"PUPA";FALSE;FALSE;FALSE;FALSE
2017;6;"PUPA";FALSE;TRUE;FALSE;FALSE
2018;6;"PUPA";FALSE;FALSE;TRUE;FALSE
2019;6;"PUPA";FALSE;FALSE;FALSE;FALSE
2015;7;"PUPA";FALSE;FALSE;FALSE;FALSE
2016;7;"PUPA";TRUE;TRUE;FALSE;FALSE
2017;7;"PUPA";FALSE;FALSE;FALSE;FALSE
2018;7;"PUPA";FALSE;FALSE;FALSE;FALSE
2019;7;"PUPA";TRUE;TRUE;FALSE;FALSE
2015;8;"PUPA";FALSE;FALSE;FALSE;FALSE
2016;8;"PUPA";TRUE;TRUE;FALSE;FALSE
2017;8;"PUPA";TRUE;FALSE;FALSE;FALSE
2018;8;"PUPA";FALSE;FALSE;FALSE;FALSE
2019;8;"PUPA";TRUE;TRUE;FALSE;FALSE
2015;9;"PUPA";FALSE;FALSE;FALSE;FALSE
2016;9;"PUPA";FALSE;FALSE;FALSE;FALSE
2017;9;"PUPA";FALSE;FALSE;FALSE;FALSE
2018;9;"PUPA";FALSE;FALSE;FALSE;FALSE
2019;9;"PUPA";FALSE;FALSE;FALSE;FALSE
2015;1;"SASO";TRUE;TRUE;FALSE;FALSE
2016;1;"SASO";TRUE;TRUE;FALSE;FALSE
2017;1;"SASO";FALSE;FALSE;FALSE;TRUE
2018;1;"SASO";TRUE;TRUE;FALSE;FALSE
2019;1;"SASO";FALSE;FALSE;TRUE;FALSE
2015;2;"SASO";TRUE;TRUE;FALSE;FALSE
2016;2;"SASO";TRUE;TRUE;FALSE;FALSE
2017;2;"SASO";FALSE;TRUE;FALSE;FALSE
2018;2;"SASO";FALSE;TRUE;FALSE;FALSE
2019;2;"SASO";FALSE;TRUE;FALSE;FALSE
2015;3;"SASO";TRUE;TRUE;FALSE;FALSE
2016;3;"SASO";FALSE;FALSE;FALSE;FALSE
2017;3;"SASO";TRUE;TRUE;FALSE;FALSE
2018;3;"SASO";TRUE;TRUE;FALSE;FALSE
2019;3;"SASO";FALSE;FALSE;FALSE;TRUE
2015;4;"SASO";TRUE;TRUE;FALSE;FALSE
2016;4;"SASO";TRUE;TRUE;FALSE;FALSE
2017;4;"SASO";TRUE;TRUE;FALSE;FALSE
2018;4;"SASO";FALSE;FALSE;FALSE;TRUE
2019;4;"SASO";FALSE;FALSE;TRUE;FALSE
2015;5;"SASO";TRUE;FALSE;FALSE;FALSE
2016;5;"SASO";FALSE;FALSE;FALSE;FALSE
2017;5;"SASO";FALSE;TRUE;FALSE;FALSE
2018;5;"SASO";TRUE;TRUE;FALSE;FALSE
2019;5;"SASO";FALSE;FALSE;TRUE;FALSE
2015;6;"SASO";TRUE;TRUE;FALSE;FALSE
2016;6;"SASO";TRUE;TRUE;FALSE;FALSE
2017;6;"SASO";TRUE;TRUE;FALSE;FALSE
2018;6;"SASO";FALSE;FALSE;FALSE;TRUE
2019;6;"SASO";FALSE;FALSE;FALSE;FALSE
2015;7;"SASO";TRUE;FALSE;FALSE;FALSE
2016;7;"SASO";TRUE;TRUE;FALSE;FALSE
2017;7;"SASO";FALSE;FALSE;FALSE;TRUE
2018;7;"SASO";FALSE;FALSE;FALSE;TRUE
2019;7;"SASO";TRUE;TRUE;FALSE;FALSE
2015;8;"SASO";TRUE;TRUE;FALSE;FALSE
2016;8;"SASO";TRUE;TRUE;FALSE;FALSE
2017;8;"SASO";FALSE;FALSE;FALSE;TRUE
2018;8;"SASO";FALSE;FALSE;FALSE;FALSE
2019;8;"SASO";FALSE;FALSE;FALSE;TRUE
2015;9;"SASO";FALSE;FALSE;FALSE;TRUE
2016;9;"SASO";FALSE;FALSE;FALSE;TRUE
2017;9;"SASO";FALSE;FALSE;FALSE;FALSE
2018;9;"SASO";FALSE;FALSE;FALSE;FALSE
2019;9;"SASO";FALSE;FALSE;TRUE;FALSE
2015;1;"SCLA";TRUE;TRUE;FALSE;FALSE
2016;1;"SCLA";TRUE;TRUE;FALSE;FALSE
2017;1;"SCLA";FALSE;FALSE;FALSE;TRUE
2018;1;"SCLA";FALSE;FALSE;FALSE;FALSE
2019;1;"SCLA";FALSE;FALSE;FALSE;FALSE
2015;2;"SCLA";TRUE;TRUE;FALSE;FALSE
2016;2;"SCLA";TRUE;TRUE;FALSE;FALSE
2017;2;"SCLA";TRUE;TRUE;FALSE;FALSE
2018;2;"SCLA";FALSE;FALSE;FALSE;TRUE
2019;2;"SCLA";TRUE;TRUE;FALSE;FALSE
2015;3;"SCLA";FALSE;FALSE;FALSE;FALSE
2016;3;"SCLA";TRUE;TRUE;FALSE;FALSE
2017;3;"SCLA";TRUE;TRUE;FALSE;FALSE
2018;3;"SCLA";FALSE;FALSE;FALSE;FALSE
2019;3;"SCLA";FALSE;FALSE;FALSE;FALSE
2015;4;"SCLA";FALSE;FALSE;FALSE;TRUE
2016;4;"SCLA";TRUE;TRUE;FALSE;FALSE
2017;4;"SCLA";FALSE;FALSE;FALSE;FALSE
2018;4;"SCLA";FALSE;FALSE;FALSE;FALSE
2019;4;"SCLA";FALSE;FALSE;FALSE;FALSE
2015;5;"SCLA";FALSE;FALSE;FALSE;TRUE
2016;5;"SCLA";TRUE;TRUE;FALSE;FALSE
2017;5;"SCLA";FALSE;FALSE;FALSE;FALSE
2018;5;"SCLA";FALSE;FALSE;FALSE;FALSE
2019;5;"SCLA";FALSE;FALSE;FALSE;TRUE
2015;6;"SCLA";TRUE;TRUE;FALSE;FALSE
2016;6;"SCLA";TRUE;TRUE;FALSE;FALSE
2017;6;"SCLA";FALSE;FALSE;FALSE;FALSE
2018;6;"SCLA";FALSE;FALSE;FALSE;FALSE
2019;6;"SCLA";FALSE;FALSE;FALSE;FALSE
2015;7;"SCLA";FALSE;FALSE;FALSE;FALSE
2016;7;"SCLA";FALSE;TRUE;FALSE;FALSE
2017;7;"SCLA";FALSE;FALSE;FALSE;FALSE
2018;7;"SCLA";FALSE;FALSE;FALSE;FALSE
2019;7;"SCLA";TRUE;TRUE;FALSE;FALSE
2015;8;"SCLA";FALSE;FALSE;FALSE;FALSE
2016;8;"SCLA";FALSE;FALSE;FALSE;TRUE
2017;8;"SCLA";FALSE;FALSE;FALSE;FALSE
2018;8;"SCLA";FALSE;FALSE;FALSE;FALSE
2019;8;"SCLA";FALSE;FALSE;FALSE;TRUE
2015;9;"SCLA";FALSE;FALSE;FALSE;FALSE
2016;9;"SCLA";TRUE;TRUE;FALSE;FALSE
2017;9;"SCLA";FALSE;FALSE;FALSE;FALSE
2018;9;"SCLA";FALSE;FALSE;FALSE;FALSE
2019;9;"SCLA";FALSE;FALSE;FALSE;FALSE
2015;1;"SOAS";TRUE;TRUE;FALSE;FALSE
2016;1;"SOAS";FALSE;FALSE;FALSE;FALSE
2017;1;"SOAS";FALSE;FALSE;FALSE;FALSE
2018;1;"SOAS";FALSE;FALSE;FALSE;FALSE
2019;1;"SOAS";FALSE;FALSE;FALSE;FALSE
2015;2;"SOAS";TRUE;TRUE;FALSE;FALSE
2016;2;"SOAS";FALSE;FALSE;FALSE;FALSE
2017;2;"SOAS";FALSE;FALSE;FALSE;FALSE
2018;2;"SOAS";FALSE;FALSE;FALSE;TRUE
2019;2;"SOAS";FALSE;FALSE;FALSE;TRUE
2015;3;"SOAS";FALSE;FALSE;FALSE;TRUE
2016;3;"SOAS";FALSE;FALSE;FALSE;FALSE
2017;3;"SOAS";FALSE;FALSE;FALSE;FALSE
2018;3;"SOAS";FALSE;FALSE;FALSE;FALSE
2019;3;"SOAS";FALSE;FALSE;FALSE;FALSE
2015;4;"SOAS";FALSE;FALSE;FALSE;TRUE
2016;4;"SOAS";FALSE;FALSE;FALSE;FALSE
2017;4;"SOAS";FALSE;FALSE;FALSE;FALSE
2018;4;"SOAS";FALSE;FALSE;FALSE;FALSE
2019;4;"SOAS";FALSE;FALSE;FALSE;FALSE
2015;5;"SOAS";FALSE;TRUE;FALSE;FALSE
2016;5;"SOAS";FALSE;FALSE;FALSE;FALSE
2017;5;"SOAS";FALSE;FALSE;FALSE;FALSE
2018;5;"SOAS";FALSE;FALSE;FALSE;FALSE
2019;5;"SOAS";FALSE;FALSE;FALSE;TRUE
2015;6;"SOAS";FALSE;FALSE;FALSE;TRUE
2016;6;"SOAS";TRUE;TRUE;FALSE;FALSE
2017;6;"SOAS";FALSE;FALSE;FALSE;FALSE
2018;6;"SOAS";FALSE;FALSE;FALSE;FALSE
2019;6;"SOAS";FALSE;FALSE;FALSE;FALSE
2015;7;"SOAS";FALSE;FALSE;FALSE;FALSE
2016;7;"SOAS";TRUE;TRUE;FALSE;FALSE
2017;7;"SOAS";FALSE;FALSE;FALSE;FALSE
2018;7;"SOAS";FALSE;FALSE;FALSE;FALSE
2019;7;"SOAS";TRUE;TRUE;FALSE;FALSE
2015;8;"SOAS";FALSE;FALSE;FALSE;FALSE
2016;8;"SOAS";TRUE;TRUE;FALSE;FALSE
2017;8;"SOAS";FALSE;FALSE;FALSE;FALSE
2018;8;"SOAS";FALSE;FALSE;FALSE;FALSE
2019;8;"SOAS";TRUE;TRUE;FALSE;FALSE
2015;9;"SOAS";FALSE;FALSE;FALSE;FALSE
2016;9;"SOAS";TRUE;TRUE;FALSE;FALSE
2017;9;"SOAS";FALSE;FALSE;FALSE;FALSE
2018;9;"SOAS";FALSE;FALSE;FALSE;FALSE
2019;9;"SOAS";TRUE;TRUE;FALSE;FALSE
2015;1;"SPRU";TRUE;TRUE;FALSE;FALSE
2016;1;"SPRU";FALSE;FALSE;FALSE;FALSE
2017;1;"SPRU";FALSE;FALSE;FALSE;FALSE
2018;1;"SPRU";FALSE;FALSE;FALSE;FALSE
2019;1;"SPRU";FALSE;FALSE;FALSE;FALSE
2015;2;"SPRU";FALSE;TRUE;FALSE;FALSE
2016;2;"SPRU";FALSE;FALSE;FALSE;FALSE
2017;2;"SPRU";FALSE;FALSE;FALSE;FALSE
2018;2;"SPRU";FALSE;FALSE;FALSE;FALSE
2019;2;"SPRU";FALSE;FALSE;FALSE;FALSE
2015;3;"SPRU";FALSE;FALSE;FALSE;FALSE
2016;3;"SPRU";FALSE;FALSE;FALSE;FALSE
2017;3;"SPRU";FALSE;FALSE;FALSE;FALSE
2018;3;"SPRU";FALSE;FALSE;FALSE;FALSE
2019;3;"SPRU";FALSE;FALSE;FALSE;FALSE
2015;4;"SPRU";FALSE;FALSE;FALSE;TRUE
2016;4;"SPRU";FALSE;FALSE;FALSE;TRUE
2017;4;"SPRU";FALSE;TRUE;FALSE;FALSE
2018;4;"SPRU";FALSE;FALSE;FALSE;FALSE
2019;4;"SPRU";FALSE;FALSE;TRUE;FALSE
2015;5;"SPRU";FALSE;FALSE;FALSE;TRUE
2016;5;"SPRU";FALSE;FALSE;FALSE;TRUE
2017;5;"SPRU";TRUE;TRUE;FALSE;FALSE
2018;5;"SPRU";FALSE;FALSE;FALSE;FALSE
2019;5;"SPRU";FALSE;FALSE;FALSE;FALSE
2015;6;"SPRU";TRUE;TRUE;FALSE;FALSE
2016;6;"SPRU";FALSE;TRUE;FALSE;FALSE
2017;6;"SPRU";FALSE;FALSE;FALSE;TRUE
2018;6;"SPRU";FALSE;FALSE;FALSE;FALSE
2019;6;"SPRU";FALSE;FALSE;TRUE;FALSE
2015;7;"SPRU";FALSE;FALSE;FALSE;TRUE
2016;7;"SPRU";TRUE;TRUE;FALSE;FALSE
2017;7;"SPRU";FALSE;FALSE;FALSE;FALSE
2018;7;"SPRU";FALSE;FALSE;FALSE;FALSE
2019;7;"SPRU";TRUE;TRUE;FALSE;FALSE
2015;8;"SPRU";TRUE;TRUE;FALSE;FALSE
2016;8;"SPRU";TRUE;TRUE;FALSE;FALSE
2017;8;"SPRU";FALSE;FALSE;FALSE;FALSE
2018;8;"SPRU";FALSE;FALSE;FALSE;FALSE
2019;8;"SPRU";FALSE;FALSE;TRUE;FALSE
2015;9;"SPRU";FALSE;FALSE;FALSE;TRUE
2016;9;"SPRU";TRUE;TRUE;FALSE;FALSE
2017;9;"SPRU";FALSE;FALSE;FALSE;FALSE
2018;9;"SPRU";FALSE;FALSE;FALSE;FALSE
2019;9;"SPRU";FALSE;FALSE;FALSE;FALSE
2015;1;"SUSP";FALSE;FALSE;FALSE;FALSE
2016;1;"SUSP";FALSE;FALSE;FALSE;FALSE
2017;1;"SUSP";FALSE;FALSE;FALSE;FALSE
2018;1;"SUSP";FALSE;FALSE;FALSE;FALSE
2019;1;"SUSP";FALSE;FALSE;FALSE;FALSE
2015;2;"SUSP";FALSE;FALSE;FALSE;FALSE
2016;2;"SUSP";FALSE;FALSE;FALSE;FALSE
2017;2;"SUSP";FALSE;FALSE;FALSE;FALSE
2018;2;"SUSP";FALSE;FALSE;FALSE;FALSE
2019;2;"SUSP";FALSE;FALSE;FALSE;FALSE
2015;3;"SUSP";FALSE;FALSE;FALSE;FALSE
2016;3;"SUSP";FALSE;FALSE;FALSE;FALSE
2017;3;"SUSP";FALSE;FALSE;FALSE;FALSE
2018;3;"SUSP";FALSE;FALSE;FALSE;FALSE
2019;3;"SUSP";FALSE;FALSE;FALSE;FALSE
2015;4;"SUSP";FALSE;FALSE;FALSE;TRUE
2016;4;"SUSP";FALSE;FALSE;FALSE;FALSE
2017;4;"SUSP";FALSE;FALSE;FALSE;FALSE
2018;4;"SUSP";FALSE;FALSE;FALSE;TRUE
2019;4;"SUSP";FALSE;FALSE;FALSE;FALSE
2015;5;"SUSP";FALSE;FALSE;FALSE;FALSE
2016;5;"SUSP";FALSE;FALSE;FALSE;FALSE
2017;5;"SUSP";FALSE;FALSE;FALSE;FALSE
2018;5;"SUSP";FALSE;FALSE;FALSE;FALSE
2019;5;"SUSP";FALSE;FALSE;FALSE;FALSE
2015;6;"SUSP";FALSE;FALSE;FALSE;TRUE
2016;6;"SUSP";FALSE;FALSE;FALSE;FALSE
2017;6;"SUSP";FALSE;FALSE;FALSE;FALSE
2018;6;"SUSP";FALSE;FALSE;FALSE;FALSE
2019;6;"SUSP";FALSE;FALSE;FALSE;FALSE
2015;7;"SUSP";FALSE;FALSE;FALSE;TRUE
2016;7;"SUSP";FALSE;FALSE;FALSE;FALSE
2017;7;"SUSP";FALSE;FALSE;FALSE;FALSE
2018;7;"SUSP";FALSE;FALSE;FALSE;FALSE
2019;7;"SUSP";FALSE;FALSE;FALSE;FALSE
2015;8;"SUSP";FALSE;FALSE;FALSE;TRUE
2016;8;"SUSP";FALSE;FALSE;FALSE;FALSE
2017;8;"SUSP";FALSE;FALSE;FALSE;FALSE
2018;8;"SUSP";FALSE;FALSE;FALSE;FALSE
2019;8;"SUSP";FALSE;FALSE;FALSE;FALSE
2015;9;"SUSP";FALSE;FALSE;FALSE;TRUE
2016;9;"SUSP";FALSE;FALSE;FALSE;TRUE
2017;9;"SUSP";FALSE;FALSE;FALSE;FALSE
2018;9;"SUSP";FALSE;FALSE;FALSE;FALSE
2019;9;"SUSP";FALSE;FALSE;FALSE;TRUE
